    -0.100000000000000E+02     0.167300000000000E+02     0.117000000000000E+01     0.743000000000000E+01    -0.382000000000000E+01     0.362000000000000E+00     0.272000000000000E+01    -0.481580000000000E+01    -0.141000000000000E+01    -0.208490000000000E+01     0.153000000000000E+01    -0.475670000000000E+01    -0.572000000000000E+01    -0.142605000000000E+01    -0.279000000000000E+01    -0.127586000000000E+02    -0.148000000000000E+01    -0.137920000000000E+02     0.273000000000000E+01    -0.102460000000000E+02     0.338000000000000E+01
    -0.900000000000000E+01     0.166200000000000E+02    -0.110000000000000E+00     0.950000000000000E+01     0.207000000000000E+01     0.242000000000000E+00    -0.120000000000000E+00    -0.412580000000000E+01     0.690000000000000E+00    -0.854900000000000E+00     0.123000000000000E+01    -0.533670000000000E+01    -0.580000000000000E+00    -0.285605000000000E+01    -0.143000000000000E+01    -0.902860000000000E+01     0.373000000000000E+01    -0.886600000000000E+01     0.492600000000000E+01    -0.124160000000000E+02    -0.217000000000000E+01
    -0.800000000000000E+01     0.194558000000000E+02     0.283580000000000E+01     0.130300000000000E+02     0.353000000000000E+01     0.392200000000000E+01     0.368000000000000E+01    -0.172580000000000E+01     0.240000000000000E+01    -0.644900000000000E+00     0.210000000000000E+00    -0.595670000000000E+01    -0.620000000000000E+00    -0.554605000000000E+01    -0.269000000000000E+01    -0.632960000000000E+01     0.269900000000000E+01    -0.135920000000000E+02    -0.472600000000000E+01    -0.113060000000000E+02     0.111000000000000E+01
    -0.700000000000000E+01     0.202310000000000E+02     0.775200000000000E+00     0.145980000000000E+02     0.156800000000000E+01     0.596200000000000E+01     0.204000000000000E+01    -0.655580000000000E+01    -0.483000000000000E+01    -0.784900000000000E+00    -0.140000000000000E+00    -0.516670000000000E+01     0.790000000000000E+00    -0.364605000000000E+01     0.190000000000000E+01    -0.109886000000000E+02    -0.465900000000000E+01    -0.116220000000000E+02     0.197000000000000E+01    -0.945600000000000E+01     0.185000000000000E+01
    -0.600000000000000E+01     0.183900000000000E+02    -0.184100000000000E+01     0.135200000000000E+02    -0.107800000000000E+01     0.486700000000000E+01    -0.109500000000000E+01    -0.438580000000000E+01     0.217000000000000E+01     0.185100000000000E+00     0.970000000000000E+00    -0.769670000000000E+01    -0.253000000000000E+01    -0.802605000000000E+01    -0.438000000000000E+01    -0.126586000000000E+02    -0.167000000000000E+01    -0.120120000000000E+02    -0.390000000000000E+00    -0.112560000000000E+02    -0.180000000000000E+01
    -0.500000000000000E+01     0.198950000000000E+02     0.150500000000000E+01     0.152800000000000E+02     0.176000000000000E+01     0.404200000000000E+01    -0.825000000000000E+00     0.168500000000000E+00     0.455430000000000E+01    -0.584900000000000E+00    -0.770000000000000E+00    -0.682670000000000E+01     0.870000000000000E+00    -0.940500000000000E-01     0.793200000000000E+01    -0.116986000000000E+02     0.960000000000000E+00    -0.116720000000000E+02     0.340000000000000E+00    -0.539600000000000E+01     0.586000000000000E+01
    -0.400000000000000E+01     0.180700000000000E+02    -0.182500000000000E+01     0.101400000000000E+02    -0.514000000000000E+01     0.637700000000000E+01     0.233500000000000E+01     0.249420000000000E+01     0.232570000000000E+01     0.271710000000000E+01     0.330200000000000E+01    -0.599670000000000E+01     0.830000000000000E+00    -0.277605000000000E+01    -0.268200000000000E+01    -0.729860000000000E+01     0.440000000000000E+01    -0.122220000000000E+02    -0.550000000000000E+00    -0.684500000000000E+01    -0.144900000000000E+01
    -0.300000000000000E+01     0.200500000000000E+02     0.198000000000000E+01     0.119200000000000E+02     0.178000000000000E+01     0.794200000000000E+01     0.156500000000000E+01     0.158500000000000E+00    -0.233570000000000E+01    -0.574900000000000E+00    -0.329200000000000E+01    -0.550670000000000E+01     0.490000000000000E+00    -0.221605000000000E+01     0.560000000000000E+00    -0.567160000000000E+01     0.162700000000000E+01    -0.968620000000000E+01     0.253580000000000E+01    -0.838300000000000E+01    -0.153800000000000E+01
    -0.200000000000000E+01     0.228200000000000E+02     0.277000000000000E+01     0.110200000000000E+02    -0.900000000000000E+00     0.692200000000000E+01    -0.102000000000000E+01    -0.237580000000000E+01    -0.253430000000000E+01    -0.964900000000000E+00    -0.390000000000000E+00    -0.241470000000000E+01     0.309200000000000E+01    -0.256605000000000E+01    -0.350000000000000E+00    -0.890860000000000E+01    -0.323700000000000E+01    -0.102790000000000E+02    -0.592800000000000E+00    -0.718800000000000E+01     0.119500000000000E+01
    -0.100000000000000E+01     0.195348700000000E+02    -0.328513000000000E+01     0.110300000000000E+02     0.100000000000002E-01     0.584900000000000E+01    -0.107300000000000E+01    -0.130580000000000E+01     0.107000000000000E+01    -0.804900000000000E+00     0.160000000000000E+00    -0.249670000000000E+01    -0.820000000000000E-01    -0.448605000000000E+01    -0.192000000000000E+01    -0.563960000000000E+01     0.326900000000000E+01    -0.122220000000000E+02    -0.194300000000000E+01    -0.654800000000000E+01     0.640000000000000E+00
     0.000000000000000E+00     0.720300000000000E+02     0.524951300000000E+02     0.515200000000000E+02     0.404900000000000E+02     0.348220000000000E+02     0.289730000000000E+02     0.165442000000000E+02     0.178500000000000E+02     0.104651000000000E+02     0.112700000000000E+02    -0.971670000000000E+01    -0.722000000000000E+01    -0.212760500000000E+02    -0.167900000000000E+02    -0.367686000000000E+02    -0.311290000000000E+02    -0.534420000000000E+02    -0.412200000000000E+02    -0.582360000000000E+02    -0.516880000000000E+02
     0.100000000000000E+01     0.652300000000000E+02    -0.680000000000000E+01     0.571200000000000E+02     0.560000000000000E+01     0.407220000000000E+02     0.590000000000000E+01     0.275442000000000E+02     0.110000000000000E+02     0.116451000000000E+02     0.118000000000000E+01    -0.132467000000000E+02    -0.353000000000000E+01    -0.287760500000000E+02    -0.750000000000000E+01    -0.442686000000000E+02    -0.750000000000000E+01    -0.484420000000000E+02     0.500000000000000E+01    -0.537360000000000E+02     0.450000000000000E+01
     0.200000000000000E+01     0.394300000000000E+02    -0.258000000000000E+02     0.376200000000000E+02    -0.195000000000000E+02     0.275220000000000E+02    -0.132000000000000E+02     0.245442000000000E+02    -0.300000000000000E+01     0.201451000000000E+02     0.850000000000000E+01    -0.120467000000000E+02     0.120000000000000E+01    -0.164760500000000E+02     0.123000000000000E+02    -0.253686000000000E+02     0.189000000000000E+02    -0.158920000000000E+02     0.325500000000000E+02    -0.107760000000000E+02     0.429600000000000E+02
     0.300000000000000E+01     0.144700000000000E+02    -0.249600000000000E+02     0.205000000000000E+02    -0.171200000000000E+02     0.168220000000000E+02    -0.107000000000000E+02     0.142442000000000E+02    -0.103000000000000E+02     0.145451000000000E+02    -0.560000000000000E+01    -0.103467000000000E+02     0.170000000000000E+01    -0.708605000000000E+01     0.939000000000000E+01    -0.744860000000000E+01     0.179200000000000E+02     0.107580000000000E+02     0.266500000000000E+02     0.206640000000000E+02     0.314400000000000E+02
     0.400000000000000E+01     0.313000000000001E+01    -0.113400000000000E+02     0.116100000000000E+02    -0.889000000000000E+01     0.352200000000000E+01    -0.133000000000000E+02     0.702420000000000E+01    -0.722000000000000E+01     0.130451000000000E+02    -0.150000000000000E+01    -0.107467000000000E+02    -0.400000000000000E+00    -0.323605000000000E+01     0.385000000000000E+01    -0.353860000000000E+01     0.391000000000000E+01     0.905800000000000E+01    -0.170000000000000E+01     0.269640000000000E+02     0.630000000000000E+01
     0.500000000000000E+01     0.293000000000000E+01    -0.200000000000003E+00     0.172000000000000E+01    -0.989000000000000E+01     0.419200000000000E+01     0.670000000000000E+00     0.371420000000000E+01    -0.331000000000000E+01     0.881510000000000E+01    -0.423000000000000E+01    -0.473670000000000E+01     0.601000000000000E+01    -0.544050000000000E+00     0.269200000000000E+01     0.175140000000000E+01     0.529000000000000E+01     0.108580000000000E+02     0.180000000000000E+01     0.224640000000000E+02    -0.450000000000000E+01
     0.600000000000000E+01     0.353000000000000E+01     0.600000000000001E+00     0.199999999999996E-01    -0.170000000000000E+01     0.221200000000000E+01    -0.198000000000000E+01     0.187420000000000E+01    -0.184000000000000E+01     0.640510000000000E+01    -0.241000000000000E+01    -0.356700000000000E+00     0.438000000000000E+01    -0.145605000000000E+01    -0.912000000000000E+00     0.463140000000000E+01     0.288000000000000E+01     0.100580000000000E+02    -0.800000000000001E+00     0.966400000000000E+01    -0.128000000000000E+02
     0.700000000000000E+01     0.813000000000000E+01     0.460000000000000E+01     0.272000000000000E+01     0.270000000000000E+01    -0.279999999999996E-01    -0.224000000000000E+01    -0.175580000000000E+01    -0.363000000000000E+01     0.570510000000000E+01    -0.700000000000000E+00    -0.149670000000000E+01    -0.114000000000000E+01     0.498395000000000E+01     0.644000000000000E+01     0.125140000000000E+01    -0.338000000000000E+01     0.795800000000000E+01    -0.210000000000000E+01     0.736400000000000E+01    -0.230000000000000E+01
     0.800000000000000E+01     0.483000000000001E+01    -0.330000000000000E+01    -0.800000000000018E-01    -0.280000000000000E+01     0.432000000000000E+00     0.460000000000000E+00    -0.168580000000000E+01     0.699999999999998E-01     0.341510000000000E+01    -0.229000000000000E+01     0.138330000000000E+01     0.288000000000000E+01    -0.136705000000000E+01    -0.635100000000000E+01     0.713140000000000E+01     0.588000000000000E+01     0.365800000000000E+01    -0.430000000000000E+01     0.286400000000000E+01    -0.450000000000000E+01
     0.900000000000000E+01    -0.216999999999999E+01    -0.700000000000000E+01    -0.680000000000001E+00    -0.600000000000000E+00     0.220000000000002E-01    -0.410000000000000E+00     0.353200000000000E+00     0.203900000000000E+01     0.162410000000000E+01    -0.179100000000000E+01    -0.212670000000000E+01    -0.351000000000000E+01    -0.121405000000000E+01     0.153000000000000E+00    -0.868599999999999E+00    -0.800000000000000E+01     0.485800000000000E+01     0.120000000000000E+01     0.356400000000000E+01     0.699999999999999E+00
     0.100000000000000E+02    -0.336999999999999E+01    -0.120000000000000E+01     0.132000000000000E+01     0.200000000000000E+01     0.177200000000000E+01     0.175000000000000E+01    -0.259580000000000E+01    -0.294900000000000E+01    -0.564900000000000E+00    -0.218900000000000E+01    -0.277670000000000E+01    -0.650000000000000E+00     0.259500000000000E-01     0.124000000000000E+01     0.327140000000000E+01     0.414000000000000E+01     0.495800000000000E+01     0.999999999999996E-01     0.207400000000000E+01    -0.149000000000000E+01
     0.110000000000000E+02    -0.327000000000000E+01     0.999999999999979E-01    -0.258000000000000E+01    -0.390000000000000E+01    -0.478000000000000E+00    -0.225000000000000E+01    -0.185580000000000E+01     0.740000000000000E+00     0.275100000000000E+00     0.840000000000000E+00    -0.255970000000000E+01     0.217000000000000E+00    -0.577050000000000E+00    -0.603000000000000E+00     0.214000000000008E-01    -0.325000000000000E+01     0.575800000000000E+01     0.800000000000001E+00     0.112400000000000E+01    -0.949999999999999E+00
     0.120000000000000E+02    -0.127000000000000E+01     0.200000000000000E+01    -0.678000000000000E+01    -0.420000000000000E+01    -0.142800000000000E+01    -0.950000000000000E+00    -0.741800000000000E+00     0.111400000000000E+01     0.350510000000000E+01     0.323000000000000E+01    -0.506700000000000E+00     0.205300000000000E+01    -0.137050000000000E+00     0.440000000000000E+00     0.119140000000000E+01     0.117000000000000E+01     0.315800000000000E+01    -0.260000000000000E+01    -0.545999999999999E+00    -0.167000000000000E+01
     0.130000000000000E+02     0.283000000000001E+01     0.410000000000000E+01     0.282000000000000E+01     0.960000000000000E+01    -0.338000000000000E+00     0.109000000000000E+01     0.136420000000000E+01     0.210600000000000E+01    -0.117490000000000E+01    -0.468000000000000E+01     0.121330000000000E+01     0.172000000000000E+01     0.633950000000000E+00     0.771000000000000E+00     0.432140000000000E+01     0.313000000000000E+01     0.155800000000000E+01    -0.160000000000000E+01     0.256400000000000E+01     0.311000000000000E+01
     0.140000000000000E+02    -0.169999999999995E+00    -0.300000000000000E+01    -0.280000000000001E+00    -0.310000000000000E+01     0.520000000000005E-01     0.390000000000001E+00     0.207420000000000E+01     0.710000000000000E+00     0.157410000000000E+01     0.274900000000000E+01    -0.526700000000000E+00    -0.174000000000000E+01    -0.200605000000000E+01    -0.264000000000000E+01     0.603140000000000E+01     0.171000000000000E+01    -0.101200000000000E+01    -0.257000000000000E+01    -0.696000000000000E+00    -0.326000000000000E+01
     0.150000000000000E+02    -0.166999999999999E+01    -0.150000000000000E+01     0.312000000000000E+01     0.340000000000000E+01    -0.678000000000000E+00    -0.730000000000000E+00     0.121420000000000E+01    -0.860000000000000E+00     0.482510000000000E+01     0.325100000000000E+01    -0.526700000000000E+00     0.000000000000000E+00     0.191395000000000E+01     0.392000000000000E+01    -0.129860000000000E+01    -0.733000000000000E+01     0.579999999999998E-01     0.107000000000000E+01     0.306400000000000E+01     0.376000000000000E+01
     0.160000000000000E+02     0.230000000000004E+00     0.190000000000000E+01    -0.180000000000001E+00    -0.330000000000000E+01     0.205200000000000E+01     0.273000000000000E+01     0.449420000000000E+01     0.328000000000000E+01    -0.264490000000000E+01    -0.747000000000000E+01    -0.266999999999999E-01     0.500000000000000E+00     0.372950000000000E+00    -0.154100000000000E+01    -0.464160000000000E+01    -0.334300000000000E+01     0.305800000000000E+01     0.300000000000000E+01     0.394000000000000E+00    -0.267000000000000E+01
